venue,venuename,id,venuesMajorDisciplinary,venuesOtherDisciplinary,concepts
https://openalex.org/V4460436,Reading & Writing Quarterly,15630,['https://openalex.org/C15744967'],"['https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C71924100', 'https://openalex.org/C41008148']","['https://openalex.org/C15744967', 'https://openalex.org/C33923547', 'https://openalex.org/C145420912', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C144024400', 'https://openalex.org/C19417346', 'https://openalex.org/C138885662', 'https://openalex.org/C41895202', 'https://openalex.org/C554936623', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C71924100', 'https://openalex.org/C88610354', 'https://openalex.org/C547764534', 'https://openalex.org/C2778780117', 'https://openalex.org/C138496976', 'https://openalex.org/C118552586', 'https://openalex.org/C41008148', 'https://openalex.org/C509550671', 'https://openalex.org/C125565743']"
https://openalex.org/V4632444,Clinical Psychology Review,15632,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C185592680']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C70410870', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C542102704', 'https://openalex.org/C169760540', 'https://openalex.org/C159110408', 'https://openalex.org/C142724271', 'https://openalex.org/C126322002', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C27415008', 'https://openalex.org/C169900460', 'https://openalex.org/C138496976', 'https://openalex.org/C558461103', 'https://openalex.org/C134018914', 'https://openalex.org/C77805123', 'https://openalex.org/C185592680', 'https://openalex.org/C55493867', 'https://openalex.org/C2779097214', 'https://openalex.org/C2779473830']"
https://openalex.org/V7584916,Journal of Human Movement Studies,15642,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C121332964', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C127413603']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C121332964', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C1862650', 'https://openalex.org/C99508421', 'https://openalex.org/C127413603', 'https://openalex.org/C180747234', 'https://openalex.org/C169760540', 'https://openalex.org/C138496976']"
https://openalex.org/V10207311,Journal of Applied Biobehavioral Research,15648,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C70410870', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C169760540', 'https://openalex.org/C126322002', 'https://openalex.org/C77805123', 'https://openalex.org/C142724271', 'https://openalex.org/C542102704', 'https://openalex.org/C558461103', 'https://openalex.org/C134018914', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C1862650']"
https://openalex.org/V15335648,Journal of Gambling Studies,15670,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C70410870', 'https://openalex.org/C169760540', 'https://openalex.org/C48856860', 'https://openalex.org/C2910634771', 'https://openalex.org/C77805123', 'https://openalex.org/C33923547', 'https://openalex.org/C138496976', 'https://openalex.org/C126322002', 'https://openalex.org/C142724271', 'https://openalex.org/C162324750', 'https://openalex.org/C542102704']"
https://openalex.org/V15609493,Transcultural Psychiatry,15672,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C95457728', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240', 'https://openalex.org/C205649164']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C144024400', 'https://openalex.org/C542102704', 'https://openalex.org/C17744445', 'https://openalex.org/C134362201', 'https://openalex.org/C199539241', 'https://openalex.org/C95457728', 'https://openalex.org/C70410870', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240', 'https://openalex.org/C19165224', 'https://openalex.org/C205649164', 'https://openalex.org/C166957645']"
https://openalex.org/V18666220,"Journal of Experimental Psychology: Learning, Memory and Cognition",15678,['https://openalex.org/C15744967'],"['https://openalex.org/C41008148', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C127413603']","['https://openalex.org/C15744967', 'https://openalex.org/C41008148', 'https://openalex.org/C138885662', 'https://openalex.org/C180747234', 'https://openalex.org/C86803240', 'https://openalex.org/C169760540', 'https://openalex.org/C41895202', 'https://openalex.org/C71924100', 'https://openalex.org/C154945302', 'https://openalex.org/C118552586', 'https://openalex.org/C169900460', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C127413603']"
https://openalex.org/V19400212,Motivation and Emotion,15681,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C41008148', 'https://openalex.org/C162324750']","['https://openalex.org/C15744967', 'https://openalex.org/C77805123', 'https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138496976', 'https://openalex.org/C118552586', 'https://openalex.org/C138885662', 'https://openalex.org/C169760540', 'https://openalex.org/C180747234', 'https://openalex.org/C144024400', 'https://openalex.org/C41895202', 'https://openalex.org/C169900460', 'https://openalex.org/C70410870', 'https://openalex.org/C542102704', 'https://openalex.org/C46312422', 'https://openalex.org/C111472728', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C41008148', 'https://openalex.org/C2776035688', 'https://openalex.org/C162324750', 'https://openalex.org/C187736073']"
https://openalex.org/V30211177,Psychology of Women Quarterly,15708,['https://openalex.org/C15744967'],"['https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C71924100', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240']","['https://openalex.org/C15744967', 'https://openalex.org/C144024400', 'https://openalex.org/C77805123', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C71924100', 'https://openalex.org/C138496976', 'https://openalex.org/C107993555', 'https://openalex.org/C70410870', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240', 'https://openalex.org/C11171543']"
https://openalex.org/V96371286,Developmental Neurorehabilitation,15720,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C138496976', 'https://openalex.org/C169760540', 'https://openalex.org/C1862650', 'https://openalex.org/C33923547', 'https://openalex.org/C99508421', 'https://openalex.org/C70410870', 'https://openalex.org/C2778818304', 'https://openalex.org/C125565743', 'https://openalex.org/C159110408', 'https://openalex.org/C126322002', 'https://openalex.org/C205778803', 'https://openalex.org/C2779421357', 'https://openalex.org/C2780665704', 'https://openalex.org/C141071460', 'https://openalex.org/C2778538070', 'https://openalex.org/C54355233']"
https://openalex.org/V120269741,Journal of Neuropsychology,15794,['https://openalex.org/C15744967'],"['https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C33923547']","['https://openalex.org/C15744967', 'https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C169760540', 'https://openalex.org/C118552586', 'https://openalex.org/C169900460', 'https://openalex.org/C180747234', 'https://openalex.org/C138885662', 'https://openalex.org/C548259974', 'https://openalex.org/C126322002', 'https://openalex.org/C138496976', 'https://openalex.org/C142724271', 'https://openalex.org/C41895202', 'https://openalex.org/C21963081', 'https://openalex.org/C41008148', 'https://openalex.org/C2779134260', 'https://openalex.org/C111472728', 'https://openalex.org/C154945302', 'https://openalex.org/C33923547', 'https://openalex.org/C26760741']"
https://openalex.org/V126644992,Journal of Youth and Adolescence,15817,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C138885662']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C142724271', 'https://openalex.org/C159110408', 'https://openalex.org/C138816342', 'https://openalex.org/C155164915', 'https://openalex.org/C138496976', 'https://openalex.org/C77805123', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C70410870', 'https://openalex.org/C144024400', 'https://openalex.org/C118552586', 'https://openalex.org/C542102704', 'https://openalex.org/C143515210', 'https://openalex.org/C86803240', 'https://openalex.org/C33923547', 'https://openalex.org/C3017944768', 'https://openalex.org/C138885662', 'https://openalex.org/C134362201', 'https://openalex.org/C36289849', 'https://openalex.org/C3019756591', 'https://openalex.org/C2987580062']"
https://openalex.org/V45281609,Experimental Brain Research,15860,['https://openalex.org/C15744967'],"['https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C41008148', 'https://openalex.org/C121332964', 'https://openalex.org/C127413603', 'https://openalex.org/C185592680', 'https://openalex.org/C138885662', 'https://openalex.org/C33923547']","['https://openalex.org/C15744967', 'https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C169760540', 'https://openalex.org/C126322002', 'https://openalex.org/C118552586', 'https://openalex.org/C134018914', 'https://openalex.org/C180747234', 'https://openalex.org/C41008148', 'https://openalex.org/C121332964', 'https://openalex.org/C127413603', 'https://openalex.org/C105702510', 'https://openalex.org/C542102704', 'https://openalex.org/C2779918689', 'https://openalex.org/C185592680', 'https://openalex.org/C154945302', 'https://openalex.org/C138885662', 'https://openalex.org/C33923547', 'https://openalex.org/C24998067', 'https://openalex.org/C55493867', 'https://openalex.org/C42407357', 'https://openalex.org/C99508421', 'https://openalex.org/C54355233', 'https://openalex.org/C126838900', 'https://openalex.org/C548259974', 'https://openalex.org/C65244806']"
https://openalex.org/V56634908,International Journal of Sport Psychology,15904,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C77805123', 'https://openalex.org/C75630572', 'https://openalex.org/C1862650', 'https://openalex.org/C2781054738', 'https://openalex.org/C70410870', 'https://openalex.org/C86803240', 'https://openalex.org/C133753094', 'https://openalex.org/C169760540', 'https://openalex.org/C138885662', 'https://openalex.org/C138496976', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C180747234', 'https://openalex.org/C199539241', 'https://openalex.org/C162324750', 'https://openalex.org/C118552586', 'https://openalex.org/C121332964']"
https://openalex.org/V142045247,Research in Organizational Change and Development,15973,['https://openalex.org/C15744967'],"['https://openalex.org/C17744445', 'https://openalex.org/C41008148', 'https://openalex.org/C162324750', 'https://openalex.org/C144024400', 'https://openalex.org/C144133560', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C17744445', 'https://openalex.org/C41008148', 'https://openalex.org/C162324750', 'https://openalex.org/C144024400', 'https://openalex.org/C144133560', 'https://openalex.org/C56739046', 'https://openalex.org/C187736073', 'https://openalex.org/C39549134', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662', 'https://openalex.org/C121332964']"
https://openalex.org/V60707833,Ponte,16025,['https://openalex.org/C15744967'],"['https://openalex.org/C17744445', 'https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750', 'https://openalex.org/C71924100', 'https://openalex.org/C138885662', 'https://openalex.org/C205649164', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C17744445', 'https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750', 'https://openalex.org/C71924100', 'https://openalex.org/C199539241', 'https://openalex.org/C138885662', 'https://openalex.org/C205649164', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964']"
https://openalex.org/V67039580,Infant Behavior & Development,16042,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C138496976', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C169760540', 'https://openalex.org/C118552586', 'https://openalex.org/C180747234', 'https://openalex.org/C41008148', 'https://openalex.org/C41895202', 'https://openalex.org/C77805123']"
https://openalex.org/V72584517,Behaviour Change,16059,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C70410870', 'https://openalex.org/C86803240', 'https://openalex.org/C542102704', 'https://openalex.org/C169760540', 'https://openalex.org/C159110408', 'https://openalex.org/C138496976', 'https://openalex.org/C558461103', 'https://openalex.org/C2780665704', 'https://openalex.org/C169900460', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C126322002', 'https://openalex.org/C134018914']"
https://openalex.org/V75150585,Journal of Deaf Studies and Deaf Education,16068,['https://openalex.org/C15744967'],"['https://openalex.org/C138885662', 'https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C41008148']","['https://openalex.org/C15744967', 'https://openalex.org/C138885662', 'https://openalex.org/C41895202', 'https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C125565743', 'https://openalex.org/C138496976', 'https://openalex.org/C548259974', 'https://openalex.org/C522192633', 'https://openalex.org/C2780493683', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C169760540', 'https://openalex.org/C41008148', 'https://openalex.org/C145420912', 'https://openalex.org/C118552586', 'https://openalex.org/C19417346']"
https://openalex.org/V77689732,Revista Latinoamericana De Psicopatologia Fundamental,16075,['https://openalex.org/C15744967'],"['https://openalex.org/C138885662', 'https://openalex.org/C142362112', 'https://openalex.org/C144024400', 'https://openalex.org/C71924100']","['https://openalex.org/C15744967', 'https://openalex.org/C138885662', 'https://openalex.org/C142362112', 'https://openalex.org/C15708023', 'https://openalex.org/C11171543', 'https://openalex.org/C144024400', 'https://openalex.org/C71924100']"
https://openalex.org/V87865420,African Journal of Psychiatry,16111,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C542102704', 'https://openalex.org/C134362201', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C70410870', 'https://openalex.org/C199539241', 'https://openalex.org/C142724271', 'https://openalex.org/C159110408', 'https://openalex.org/C126322002', 'https://openalex.org/C169760540']"
https://openalex.org/V90932718,Journal of Behavioral Education,16115,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C192562407']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C33923547', 'https://openalex.org/C118552586', 'https://openalex.org/C159110408', 'https://openalex.org/C2780665704', 'https://openalex.org/C145420912', 'https://openalex.org/C138496976', 'https://openalex.org/C199539241', 'https://openalex.org/C17744445', 'https://openalex.org/C509550671', 'https://openalex.org/C144024400', 'https://openalex.org/C19417346', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662', 'https://openalex.org/C77805123', 'https://openalex.org/C162324750', 'https://openalex.org/C125565743', 'https://openalex.org/C41895202', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C75630572', 'https://openalex.org/C180747234', 'https://openalex.org/C192562407']"
https://openalex.org/V174840595,Psychotherapie Psychosomatik Medizinische Psychologie,16178,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C70410870', 'https://openalex.org/C542102704', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C29456083']"
https://openalex.org/V175388953,Kuram Ve Uygulamada Egitim Bilimleri,16180,['https://openalex.org/C15744967'],"['https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100', 'https://openalex.org/C162324750', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240']","['https://openalex.org/C15744967', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C145420912', 'https://openalex.org/C17744445', 'https://openalex.org/C19417346', 'https://openalex.org/C199539241', 'https://openalex.org/C138885662', 'https://openalex.org/C71924100', 'https://openalex.org/C162324750', 'https://openalex.org/C41008148', 'https://openalex.org/C86803240', 'https://openalex.org/C138496976', 'https://openalex.org/C50522688', 'https://openalex.org/C77805123']"
https://openalex.org/V179943861,Australian and New Zealand Journal of Psychiatry,16192,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C17744445']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C70410870', 'https://openalex.org/C542102704', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C169760540', 'https://openalex.org/C126322002', 'https://openalex.org/C142724271', 'https://openalex.org/C134362201', 'https://openalex.org/C134018914']"
https://openalex.org/V185253248,Human Resource Management Review,16207,['https://openalex.org/C15744967'],"['https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C41008148', 'https://openalex.org/C144133560', 'https://openalex.org/C127413603', 'https://openalex.org/C144024400', 'https://openalex.org/C121332964', 'https://openalex.org/C138885662', 'https://openalex.org/C33923547']","['https://openalex.org/C15744967', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C41008148', 'https://openalex.org/C187736073', 'https://openalex.org/C199539241', 'https://openalex.org/C56739046', 'https://openalex.org/C77805123', 'https://openalex.org/C144133560', 'https://openalex.org/C202372285', 'https://openalex.org/C39549134', 'https://openalex.org/C127413603', 'https://openalex.org/C144024400', 'https://openalex.org/C121332964', 'https://openalex.org/C107645774', 'https://openalex.org/C162853370', 'https://openalex.org/C138885662', 'https://openalex.org/C33923547']"
https://openalex.org/V187900846,Revista De Psiquiatria Clinica,16218,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C70410870', 'https://openalex.org/C138885662', 'https://openalex.org/C169760540', 'https://openalex.org/C126322002']"
https://openalex.org/V94954469,"Psychiatry, Psychology and Law",16233,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C144024400', 'https://openalex.org/C118552586', 'https://openalex.org/C73484699', 'https://openalex.org/C86803240', 'https://openalex.org/C77805123', 'https://openalex.org/C70410870', 'https://openalex.org/C138885662', 'https://openalex.org/C542102704']"
https://openalex.org/V98289679,British Journal of Development Psychology,16243,['https://openalex.org/C15744967'],"['https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C138885662', 'https://openalex.org/C41008148', 'https://openalex.org/C144024400', 'https://openalex.org/C162324750', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445']","['https://openalex.org/C15744967', 'https://openalex.org/C138496976', 'https://openalex.org/C86803240', 'https://openalex.org/C71924100', 'https://openalex.org/C169760540', 'https://openalex.org/C118552586', 'https://openalex.org/C169900460', 'https://openalex.org/C180747234', 'https://openalex.org/C138885662', 'https://openalex.org/C77805123', 'https://openalex.org/C111472728', 'https://openalex.org/C41895202', 'https://openalex.org/C41008148', 'https://openalex.org/C144024400', 'https://openalex.org/C162324750', 'https://openalex.org/C33923547', 'https://openalex.org/C26760741', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241']"
https://openalex.org/V104032499,Distance Education,16266,['https://openalex.org/C15744967'],"['https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C41008148', 'https://openalex.org/C71924100', 'https://openalex.org/C127413603']","['https://openalex.org/C15744967', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C19417346', 'https://openalex.org/C33923547', 'https://openalex.org/C145420912', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C503872463', 'https://openalex.org/C120912362', 'https://openalex.org/C41008148', 'https://openalex.org/C71924100', 'https://openalex.org/C509550671', 'https://openalex.org/C16443162', 'https://openalex.org/C136764020', 'https://openalex.org/C111919701', 'https://openalex.org/C88610354', 'https://openalex.org/C127413603', 'https://openalex.org/C2986087404']"
https://openalex.org/V104993962,American Journal of Dance Therapy,16270,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C142362112', 'https://openalex.org/C138885662', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C142724271', 'https://openalex.org/C159110408', 'https://openalex.org/C138816342', 'https://openalex.org/C155164915', 'https://openalex.org/C142362112', 'https://openalex.org/C153349607', 'https://openalex.org/C124952713', 'https://openalex.org/C147446459', 'https://openalex.org/C2777525546', 'https://openalex.org/C138885662', 'https://openalex.org/C542102704', 'https://openalex.org/C121332964', 'https://openalex.org/C107038049', 'https://openalex.org/C24890656', 'https://openalex.org/C2780226923', 'https://openalex.org/C11171543', 'https://openalex.org/C118552586']"
https://openalex.org/V110368005,Comprehensive Psychiatry,16286,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750', 'https://openalex.org/C41008148']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C118552586', 'https://openalex.org/C70410870', 'https://openalex.org/C86803240', 'https://openalex.org/C169760540', 'https://openalex.org/C542102704', 'https://openalex.org/C134018914', 'https://openalex.org/C126322002', 'https://openalex.org/C162324750', 'https://openalex.org/C2779097214', 'https://openalex.org/C558461103', 'https://openalex.org/C165556158', 'https://openalex.org/C2776867660', 'https://openalex.org/C139719470', 'https://openalex.org/C142724271', 'https://openalex.org/C41008148', 'https://openalex.org/C77805123']"
https://openalex.org/V114278030,Psychologica Belgica,16298,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240', 'https://openalex.org/C41008148', 'https://openalex.org/C33923547']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240', 'https://openalex.org/C77805123', 'https://openalex.org/C180747234', 'https://openalex.org/C169760540', 'https://openalex.org/C118552586', 'https://openalex.org/C138496976', 'https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C169900460', 'https://openalex.org/C41895202']"
https://openalex.org/V117515297,Journal of Social Work in Disability & Rehabilitation,16311,['https://openalex.org/C15744967'],"['https://openalex.org/C17744445', 'https://openalex.org/C71924100', 'https://openalex.org/C162324750', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C17744445', 'https://openalex.org/C71924100', 'https://openalex.org/C199539241', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C16920402', 'https://openalex.org/C118552586', 'https://openalex.org/C144024400', 'https://openalex.org/C542102704', 'https://openalex.org/C134362201', 'https://openalex.org/C86803240', 'https://openalex.org/C159110408', 'https://openalex.org/C121332964', 'https://openalex.org/C77805123', 'https://openalex.org/C70410870']"
https://openalex.org/V188440287,Research on Social Work Practice,16322,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C144024400', 'https://openalex.org/C121332964', 'https://openalex.org/C127413603']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C16920402', 'https://openalex.org/C144024400', 'https://openalex.org/C118552586', 'https://openalex.org/C70410870', 'https://openalex.org/C159110408', 'https://openalex.org/C121332964', 'https://openalex.org/C542102704', 'https://openalex.org/C62520636', 'https://openalex.org/C27415008', 'https://openalex.org/C127413603', 'https://openalex.org/C2780665704', 'https://openalex.org/C97355855', 'https://openalex.org/C142724271']"
https://openalex.org/V188876174,Journal of Psychology in Africa,16326,['https://openalex.org/C15744967'],"['https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C121332964']","['https://openalex.org/C15744967', 'https://openalex.org/C71924100', 'https://openalex.org/C77805123', 'https://openalex.org/C70410870', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C199539241', 'https://openalex.org/C138496976', 'https://openalex.org/C542102704', 'https://openalex.org/C118552586', 'https://openalex.org/C86803240', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C121332964']"
