venue,venuename,id,venuesMajorDisciplinary,venuesOtherDisciplinary,concepts
https://openalex.org/V206406316,Neural Network World,9139,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C15744967', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C138885662', 'https://openalex.org/C86803240']","['https://openalex.org/C41008148', 'https://openalex.org/C154945302', 'https://openalex.org/C119857082', 'https://openalex.org/C33923547', 'https://openalex.org/C50644808', 'https://openalex.org/C15744967', 'https://openalex.org/C127413603', 'https://openalex.org/C178980831', 'https://openalex.org/C121332964', 'https://openalex.org/C180747234', 'https://openalex.org/C153180895', 'https://openalex.org/C138885662', 'https://openalex.org/C105795698', 'https://openalex.org/C86803240', 'https://openalex.org/C11413529', 'https://openalex.org/C62520636']"
https://openalex.org/V859791518,Transactions in Gis,9145,['https://openalex.org/C41008148'],"['https://openalex.org/C205649164', 'https://openalex.org/C127313418', 'https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C86803240']","['https://openalex.org/C41008148', 'https://openalex.org/C205649164', 'https://openalex.org/C127313418', 'https://openalex.org/C33923547', 'https://openalex.org/C62649853', 'https://openalex.org/C58640448', 'https://openalex.org/C154945302', 'https://openalex.org/C127413603', 'https://openalex.org/C105795698', 'https://openalex.org/C86803240', 'https://openalex.org/C124101348', 'https://openalex.org/C111919701', 'https://openalex.org/C159620131', 'https://openalex.org/C41856607', 'https://openalex.org/C9770341']"
https://openalex.org/V951647178,Zeitschrift Fur Bibliothekswesen Und Bibliographie,9151,['https://openalex.org/C41008148'],"['https://openalex.org/C138885662', 'https://openalex.org/C142362112', 'https://openalex.org/C17744445', 'https://openalex.org/C95457728']","['https://openalex.org/C41008148', 'https://openalex.org/C138885662', 'https://openalex.org/C142362112', 'https://openalex.org/C17744445', 'https://openalex.org/C161191863', 'https://openalex.org/C15708023', 'https://openalex.org/C95457728', 'https://openalex.org/C41895202']"
https://openalex.org/V4210205774,Mathematical Geosciences,13398,['https://openalex.org/C41008148'],"['https://openalex.org/C17744445', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964']","['https://openalex.org/C41008148', 'https://openalex.org/C17744445', 'https://openalex.org/C161191863', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C134306372']"
https://openalex.org/V4210232992,Acta Physiologica Scandinavica,14453,['https://openalex.org/C41008148'],"['https://openalex.org/C17744445', 'https://openalex.org/C144133560', 'https://openalex.org/C71924100', 'https://openalex.org/C86803240']","['https://openalex.org/C41008148', 'https://openalex.org/C17744445', 'https://openalex.org/C144133560', 'https://openalex.org/C71924100', 'https://openalex.org/C86803240']"
https://openalex.org/V1507157,Structural Safety,15224,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C138885662', 'https://openalex.org/C15744967', 'https://openalex.org/C127313418']","['https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C105795698', 'https://openalex.org/C62520636', 'https://openalex.org/C97355855', 'https://openalex.org/C154945302', 'https://openalex.org/C66938386', 'https://openalex.org/C138885662', 'https://openalex.org/C163258240', 'https://openalex.org/C43214815', 'https://openalex.org/C111472728', 'https://openalex.org/C49937458', 'https://openalex.org/C200601418', 'https://openalex.org/C147176958', 'https://openalex.org/C19499675', 'https://openalex.org/C15744967', 'https://openalex.org/C127313418', 'https://openalex.org/C11413529', 'https://openalex.org/C138496976', 'https://openalex.org/C46823705', 'https://openalex.org/C122123141', 'https://openalex.org/C119857082']"
https://openalex.org/V2642811,ACM Transactions on Information and System Security,15228,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C17744445']","['https://openalex.org/C41008148', 'https://openalex.org/C38652104', 'https://openalex.org/C111919701', 'https://openalex.org/C31258907', 'https://openalex.org/C199360897', 'https://openalex.org/C33923547', 'https://openalex.org/C199539241', 'https://openalex.org/C17744445', 'https://openalex.org/C527821871', 'https://openalex.org/C105795698', 'https://openalex.org/C154945302']"
https://openalex.org/V11258463,Journal of Signal Processing Systems,15252,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C15744967']","['https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C111919701', 'https://openalex.org/C154945302', 'https://openalex.org/C11413529', 'https://openalex.org/C76155785', 'https://openalex.org/C121332964', 'https://openalex.org/C119599485', 'https://openalex.org/C199360897', 'https://openalex.org/C105795698', 'https://openalex.org/C31972630', 'https://openalex.org/C9390403', 'https://openalex.org/C125565743', 'https://openalex.org/C15744967', 'https://openalex.org/C149635348', 'https://openalex.org/C178980831', 'https://openalex.org/C62520636']"
https://openalex.org/V30128005,Journal of Network and Computer Applications,15314,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445']","['https://openalex.org/C41008148', 'https://openalex.org/C111919701', 'https://openalex.org/C127413603', 'https://openalex.org/C31258907', 'https://openalex.org/C76155785', 'https://openalex.org/C38652104', 'https://openalex.org/C120314980', 'https://openalex.org/C33923547', 'https://openalex.org/C119599485', 'https://openalex.org/C136764020', 'https://openalex.org/C555944384', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C199360897', 'https://openalex.org/C154945302']"
https://openalex.org/V50368787,Electronic Notes in Theoretical Computer Science,15478,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662']","['https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C199360897', 'https://openalex.org/C80444323', 'https://openalex.org/C11413529', 'https://openalex.org/C127413603', 'https://openalex.org/C111919701', 'https://openalex.org/C125565743', 'https://openalex.org/C118615104', 'https://openalex.org/C154945302', 'https://openalex.org/C138885662']"
https://openalex.org/V64511102,Transportation Research Part C-emerging Technologies,15526,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C121332964']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C22212356', 'https://openalex.org/C154945302', 'https://openalex.org/C162324750', 'https://openalex.org/C121332964', 'https://openalex.org/C31258907', 'https://openalex.org/C111919701', 'https://openalex.org/C105795698', 'https://openalex.org/C147176958']"
https://openalex.org/V95210917,Machine Translation,15615,['https://openalex.org/C41008148'],"['https://openalex.org/C138885662', 'https://openalex.org/C86803240', 'https://openalex.org/C185592680', 'https://openalex.org/C33923547']","['https://openalex.org/C41008148', 'https://openalex.org/C154945302', 'https://openalex.org/C138885662', 'https://openalex.org/C204321447', 'https://openalex.org/C41895202', 'https://openalex.org/C203005215', 'https://openalex.org/C155092808', 'https://openalex.org/C86803240', 'https://openalex.org/C54355233', 'https://openalex.org/C185592680', 'https://openalex.org/C55493867', 'https://openalex.org/C104317684', 'https://openalex.org/C33923547', 'https://openalex.org/C105580179', 'https://openalex.org/C149364088', 'https://openalex.org/C125565743', 'https://openalex.org/C2524010', 'https://openalex.org/C53893814', 'https://openalex.org/C159363923']"
https://openalex.org/V6596365,Radioengineering,15638,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C33923547', 'https://openalex.org/C192562407']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C76155785', 'https://openalex.org/C119599485', 'https://openalex.org/C33923547', 'https://openalex.org/C24326235', 'https://openalex.org/C62520636', 'https://openalex.org/C192562407', 'https://openalex.org/C120665830', 'https://openalex.org/C49040817', 'https://openalex.org/C24890656', 'https://openalex.org/C105795698', 'https://openalex.org/C111919701', 'https://openalex.org/C113841659', 'https://openalex.org/C154945302']"
https://openalex.org/V26155261,Control and Instrumentation,15700,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C119599485']"
https://openalex.org/V27017960,Modeling Identification and Control,15702,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C162324750', 'https://openalex.org/C86803240', 'https://openalex.org/C127313418']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C154945302', 'https://openalex.org/C121332964', 'https://openalex.org/C162324750', 'https://openalex.org/C187736073', 'https://openalex.org/C2775924081', 'https://openalex.org/C62520636', 'https://openalex.org/C65244806', 'https://openalex.org/C47446073', 'https://openalex.org/C86803240', 'https://openalex.org/C119599485', 'https://openalex.org/C127313418', 'https://openalex.org/C133731056', 'https://openalex.org/C105795698']"
https://openalex.org/V32837994,Turkish Journal of Electrical Engineering and Computer Sciences,15715,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C162324750', 'https://openalex.org/C86803240']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C154945302', 'https://openalex.org/C62520636', 'https://openalex.org/C119599485', 'https://openalex.org/C162324750', 'https://openalex.org/C86803240', 'https://openalex.org/C97355855', 'https://openalex.org/C119857082', 'https://openalex.org/C111919701', 'https://openalex.org/C187736073', 'https://openalex.org/C76155785', 'https://openalex.org/C11413529', 'https://openalex.org/C2775924081', 'https://openalex.org/C47446073', 'https://openalex.org/C163258240', 'https://openalex.org/C165801399', 'https://openalex.org/C65244806']"
https://openalex.org/V102275153,Journal of New Music Research,15737,['https://openalex.org/C41008148'],"['https://openalex.org/C142362112', 'https://openalex.org/C121332964', 'https://openalex.org/C15744967', 'https://openalex.org/C138885662', 'https://openalex.org/C144024400']","['https://openalex.org/C41008148', 'https://openalex.org/C142362112', 'https://openalex.org/C153349607', 'https://openalex.org/C124952713', 'https://openalex.org/C558565934', 'https://openalex.org/C121332964', 'https://openalex.org/C15744967', 'https://openalex.org/C24890656', 'https://openalex.org/C138885662', 'https://openalex.org/C154945302', 'https://openalex.org/C28490314', 'https://openalex.org/C41895202', 'https://openalex.org/C144024400']"
https://openalex.org/V112708030,Parallel Computing,15770,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964']","['https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C173608175', 'https://openalex.org/C199360897', 'https://openalex.org/C111919701', 'https://openalex.org/C11413529', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C125565743', 'https://openalex.org/C62520636', 'https://openalex.org/C120373497', 'https://openalex.org/C120314980']"
https://openalex.org/V113449338,Journal of Shanghai Jiaotong University (science),15772,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C192562407', 'https://openalex.org/C86803240', 'https://openalex.org/C185592680', 'https://openalex.org/C127313418', 'https://openalex.org/C162324750', 'https://openalex.org/C205649164']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C62520636', 'https://openalex.org/C97355855', 'https://openalex.org/C154945302', 'https://openalex.org/C192562407', 'https://openalex.org/C125565743', 'https://openalex.org/C86803240', 'https://openalex.org/C159985019', 'https://openalex.org/C105795698', 'https://openalex.org/C185592680', 'https://openalex.org/C111919701', 'https://openalex.org/C11413529', 'https://openalex.org/C127313418', 'https://openalex.org/C78519656', 'https://openalex.org/C66938386', 'https://openalex.org/C162324750', 'https://openalex.org/C205649164']"
https://openalex.org/V124504522,Information Systems Management,15811,['https://openalex.org/C41008148'],"['https://openalex.org/C144133560', 'https://openalex.org/C127413603', 'https://openalex.org/C162324750', 'https://openalex.org/C17744445']","['https://openalex.org/C41008148', 'https://openalex.org/C144133560', 'https://openalex.org/C127413603', 'https://openalex.org/C162324750', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C56739046', 'https://openalex.org/C111919701', 'https://openalex.org/C195094911', 'https://openalex.org/C187736073', 'https://openalex.org/C162853370']"
https://openalex.org/V35927321,Distributed and Parallel Databases,15829,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C127413603']","['https://openalex.org/C41008148', 'https://openalex.org/C111919701', 'https://openalex.org/C77088390', 'https://openalex.org/C124101348', 'https://openalex.org/C33923547', 'https://openalex.org/C199360897', 'https://openalex.org/C120314980', 'https://openalex.org/C127413603', 'https://openalex.org/C23123220', 'https://openalex.org/C154945302', 'https://openalex.org/C136764020', 'https://openalex.org/C31258907', 'https://openalex.org/C11413529', 'https://openalex.org/C105795698']"
https://openalex.org/V41449414,ACM Transactions on Programming Languages and Systems,15845,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C138885662', 'https://openalex.org/C127413603']","['https://openalex.org/C41008148', 'https://openalex.org/C199360897', 'https://openalex.org/C33923547', 'https://openalex.org/C80444323', 'https://openalex.org/C11413529', 'https://openalex.org/C111919701', 'https://openalex.org/C138885662', 'https://openalex.org/C127413603']"
https://openalex.org/V128250343,Formal Aspects of Computing,15922,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C138885662']","['https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C199360897', 'https://openalex.org/C11413529', 'https://openalex.org/C24858836', 'https://openalex.org/C80444323', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C138885662', 'https://openalex.org/C154945302', 'https://openalex.org/C111919701']"
https://openalex.org/V130270264,Process Control and Quality,15931,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C185592680', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C192562407', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C185592680', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C192562407', 'https://openalex.org/C178790620', 'https://openalex.org/C62520636', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750', 'https://openalex.org/C154945302', 'https://openalex.org/C187736073', 'https://openalex.org/C43617362', 'https://openalex.org/C111919701', 'https://openalex.org/C199360897', 'https://openalex.org/C2775924081', 'https://openalex.org/C98045186', 'https://openalex.org/C105795698', 'https://openalex.org/C115704247', 'https://openalex.org/C21880701', 'https://openalex.org/C65244806']"
https://openalex.org/V140563256,Operational Research,15966,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C127413603', 'https://openalex.org/C144133560', 'https://openalex.org/C17744445']","['https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C127413603', 'https://openalex.org/C126255220', 'https://openalex.org/C144133560', 'https://openalex.org/C154945302', 'https://openalex.org/C119857082', 'https://openalex.org/C139502532', 'https://openalex.org/C105795698', 'https://openalex.org/C42475967', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C162853370', 'https://openalex.org/C11413529']"
https://openalex.org/V145845289,Assistive Technology,15986,['https://openalex.org/C41008148'],"['https://openalex.org/C71924100', 'https://openalex.org/C15744967', 'https://openalex.org/C86803240', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C17744445', 'https://openalex.org/C33923547']","['https://openalex.org/C41008148', 'https://openalex.org/C71924100', 'https://openalex.org/C15744967', 'https://openalex.org/C86803240', 'https://openalex.org/C127413603', 'https://openalex.org/C99508421', 'https://openalex.org/C169760540', 'https://openalex.org/C1862650', 'https://openalex.org/C3017715821', 'https://openalex.org/C118552586', 'https://openalex.org/C121332964', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C2778818304', 'https://openalex.org/C136764020', 'https://openalex.org/C97355855', 'https://openalex.org/C33923547', 'https://openalex.org/C107457646']"
https://openalex.org/V148521650,International Journal of Parallel Programming,15995,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C127413603']","['https://openalex.org/C41008148', 'https://openalex.org/C199360897', 'https://openalex.org/C33923547', 'https://openalex.org/C111919701', 'https://openalex.org/C11413529', 'https://openalex.org/C173608175', 'https://openalex.org/C24858836', 'https://openalex.org/C127413603', 'https://openalex.org/C120314980']"
https://openalex.org/V59537196,IEEE Computer Applications in Power,16020,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C121332964', 'https://openalex.org/C62520636', 'https://openalex.org/C97355855', 'https://openalex.org/C163258240', 'https://openalex.org/C89227174', 'https://openalex.org/C119599485', 'https://openalex.org/C33923547', 'https://openalex.org/C111919701', 'https://openalex.org/C200601418', 'https://openalex.org/C199360897', 'https://openalex.org/C65244806', 'https://openalex.org/C162324750', 'https://openalex.org/C165801399']"
https://openalex.org/V65690446,International Journal of Production Research,16033,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C144133560', 'https://openalex.org/C17744445', 'https://openalex.org/C121332964']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C162324750', 'https://openalex.org/C144133560', 'https://openalex.org/C111919701', 'https://openalex.org/C162853370', 'https://openalex.org/C21547014', 'https://openalex.org/C126255220', 'https://openalex.org/C199360897', 'https://openalex.org/C78519656', 'https://openalex.org/C154945302', 'https://openalex.org/C175444787', 'https://openalex.org/C117671659', 'https://openalex.org/C139719470', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C2778348673', 'https://openalex.org/C187736073', 'https://openalex.org/C98045186', 'https://openalex.org/C42475967', 'https://openalex.org/C121332964']"
https://openalex.org/V74998426,International Journal of Robotics & Automation,16067,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C162324750', 'https://openalex.org/C86803240', 'https://openalex.org/C127313418']","['https://openalex.org/C41008148', 'https://openalex.org/C154945302', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C90509273', 'https://openalex.org/C62520636', 'https://openalex.org/C162324750', 'https://openalex.org/C65244806', 'https://openalex.org/C187736073', 'https://openalex.org/C2775924081', 'https://openalex.org/C47446073', 'https://openalex.org/C86803240', 'https://openalex.org/C19966478', 'https://openalex.org/C127313418', 'https://openalex.org/C133731056', 'https://openalex.org/C31972630', 'https://openalex.org/C78519656', 'https://openalex.org/C119599485', 'https://openalex.org/C111919701']"
https://openalex.org/V86124554,IEEE Latin America Transactions,16099,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C121332964', 'https://openalex.org/C119599485', 'https://openalex.org/C154945302', 'https://openalex.org/C62520636', 'https://openalex.org/C111919701', 'https://openalex.org/C86803240', 'https://openalex.org/C162324750', 'https://openalex.org/C97355855', 'https://openalex.org/C199360897', 'https://openalex.org/C76155785']"
https://openalex.org/V90466346,Interactive Learning Environments,16113,['https://openalex.org/C41008148'],"['https://openalex.org/C15744967', 'https://openalex.org/C33923547', 'https://openalex.org/C144024400', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C71924100', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662']","['https://openalex.org/C41008148', 'https://openalex.org/C15744967', 'https://openalex.org/C33923547', 'https://openalex.org/C145420912', 'https://openalex.org/C144024400', 'https://openalex.org/C19417346', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C16443162', 'https://openalex.org/C154945302', 'https://openalex.org/C49774154', 'https://openalex.org/C111919701', 'https://openalex.org/C136764020', 'https://openalex.org/C162324750', 'https://openalex.org/C107457646', 'https://openalex.org/C71924100', 'https://openalex.org/C88610354', 'https://openalex.org/C127413603', 'https://openalex.org/C138885662']"
https://openalex.org/V164898596,Journal of Applied Logic,16149,['https://openalex.org/C41008148'],"['https://openalex.org/C33923547', 'https://openalex.org/C138885662']","['https://openalex.org/C41008148', 'https://openalex.org/C33923547', 'https://openalex.org/C154945302', 'https://openalex.org/C138885662', 'https://openalex.org/C199360897', 'https://openalex.org/C41895202', 'https://openalex.org/C80444323', 'https://openalex.org/C111472728', 'https://openalex.org/C118615104']"
https://openalex.org/V186584794,IEEE Network,16214,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C17744445']","['https://openalex.org/C41008148', 'https://openalex.org/C31258907', 'https://openalex.org/C111919701', 'https://openalex.org/C127413603', 'https://openalex.org/C76155785', 'https://openalex.org/C38652104', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C136764020', 'https://openalex.org/C555944384', 'https://openalex.org/C120314980']"
https://openalex.org/V100207823,Informatik - Forschung Und Entwicklung,16248,['https://openalex.org/C41008148'],"['https://openalex.org/C138885662', 'https://openalex.org/C142362112']","['https://openalex.org/C41008148', 'https://openalex.org/C138885662', 'https://openalex.org/C142362112']"
https://openalex.org/V100554201,Journal of Internet Technology,16250,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C17744445', 'https://openalex.org/C121332964']","['https://openalex.org/C41008148', 'https://openalex.org/C111919701', 'https://openalex.org/C31258907', 'https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C154945302', 'https://openalex.org/C38652104', 'https://openalex.org/C76155785', 'https://openalex.org/C199360897', 'https://openalex.org/C136764020', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C121332964', 'https://openalex.org/C120314980', 'https://openalex.org/C105795698']"
https://openalex.org/V100920005,College & Research Libraries,16254,['https://openalex.org/C41008148'],"['https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C162324750', 'https://openalex.org/C142362112', 'https://openalex.org/C95457728']","['https://openalex.org/C41008148', 'https://openalex.org/C161191863', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C199539241', 'https://openalex.org/C162324750', 'https://openalex.org/C136764020', 'https://openalex.org/C142362112', 'https://openalex.org/C95457728', 'https://openalex.org/C50522688']"
https://openalex.org/V102624508,The Learning Organization,16259,['https://openalex.org/C41008148'],"['https://openalex.org/C162324750', 'https://openalex.org/C17744445', 'https://openalex.org/C144024400', 'https://openalex.org/C15744967', 'https://openalex.org/C144133560', 'https://openalex.org/C33923547', 'https://openalex.org/C127413603']","['https://openalex.org/C41008148', 'https://openalex.org/C56739046', 'https://openalex.org/C162324750', 'https://openalex.org/C17744445', 'https://openalex.org/C187736073', 'https://openalex.org/C144024400', 'https://openalex.org/C15744967', 'https://openalex.org/C154945302', 'https://openalex.org/C189781021', 'https://openalex.org/C199539241', 'https://openalex.org/C39549134', 'https://openalex.org/C144133560', 'https://openalex.org/C169735623', 'https://openalex.org/C33923547', 'https://openalex.org/C19417346', 'https://openalex.org/C145420912', 'https://openalex.org/C129018949', 'https://openalex.org/C37228920', 'https://openalex.org/C127413603', 'https://openalex.org/C88610354', 'https://openalex.org/C51672120']"
https://openalex.org/V104191512,Annals of Software Engineering,16267,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C162324750', 'https://openalex.org/C33923547']","['https://openalex.org/C41008148', 'https://openalex.org/C127413603', 'https://openalex.org/C111919701', 'https://openalex.org/C199360897', 'https://openalex.org/C115903868', 'https://openalex.org/C2777904410', 'https://openalex.org/C529173508', 'https://openalex.org/C149091818', 'https://openalex.org/C186846655', 'https://openalex.org/C162324750', 'https://openalex.org/C174683762', 'https://openalex.org/C21547014', 'https://openalex.org/C33923547', 'https://openalex.org/C201995342', 'https://openalex.org/C52913732', 'https://openalex.org/C105795698', 'https://openalex.org/C180152950', 'https://openalex.org/C48002344', 'https://openalex.org/C117447612', 'https://openalex.org/C54534927']"
https://openalex.org/V116626079,International Journal of Intelligent Information Technologies,16306,['https://openalex.org/C41008148'],"['https://openalex.org/C127413603', 'https://openalex.org/C33923547', 'https://openalex.org/C138885662', 'https://openalex.org/C162324750', 'https://openalex.org/C17744445']","['https://openalex.org/C41008148', 'https://openalex.org/C154945302', 'https://openalex.org/C127413603', 'https://openalex.org/C199360897', 'https://openalex.org/C33923547', 'https://openalex.org/C119857082', 'https://openalex.org/C111919701', 'https://openalex.org/C138885662', 'https://openalex.org/C136764020', 'https://openalex.org/C124101348', 'https://openalex.org/C162324750', 'https://openalex.org/C41895202', 'https://openalex.org/C23123220', 'https://openalex.org/C56739046', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241']"
https://openalex.org/V129839026,Journal of the American Medical Informatics Association,16519,['https://openalex.org/C41008148'],"['https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C162324750', 'https://openalex.org/C86803240', 'https://openalex.org/C185592680', 'https://openalex.org/C127413603', 'https://openalex.org/C15744967']","['https://openalex.org/C41008148', 'https://openalex.org/C71924100', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C162324750', 'https://openalex.org/C50522688', 'https://openalex.org/C160735492', 'https://openalex.org/C86803240', 'https://openalex.org/C142724271', 'https://openalex.org/C159110408', 'https://openalex.org/C154945302', 'https://openalex.org/C185592680', 'https://openalex.org/C55493867', 'https://openalex.org/C124101348', 'https://openalex.org/C126322002', 'https://openalex.org/C138816342', 'https://openalex.org/C127413603', 'https://openalex.org/C2779473830', 'https://openalex.org/C145642194', 'https://openalex.org/C15744967']"
https://openalex.org/V133138818,Journal of Cases on Information Technology,16533,['https://openalex.org/C41008148'],"['https://openalex.org/C144133560', 'https://openalex.org/C17744445', 'https://openalex.org/C127413603', 'https://openalex.org/C162324750', 'https://openalex.org/C33923547']","['https://openalex.org/C41008148', 'https://openalex.org/C144133560', 'https://openalex.org/C17744445', 'https://openalex.org/C199539241', 'https://openalex.org/C127413603', 'https://openalex.org/C56739046', 'https://openalex.org/C162324750', 'https://openalex.org/C111919701', 'https://openalex.org/C136764020', 'https://openalex.org/C162853370', 'https://openalex.org/C33923547', 'https://openalex.org/C195094911']"
